date,shift,airline,flight number,aircraft type,route,loading supervisor id,scheduled arrival time,scheduled departure time,actual arrival time,actual departure time,conveyor belt on,conveyor belt off,h-loader on,h-loader off,cargo doors open,cargo doors closed,first trolley out,last trolley out,baggage at aircraft
09-11-25,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:45:00,14:12:00,13:48:00,13:59:00,,,13:47:00,14:01:00,13:49:00,14:02:00,38
09-11-25,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,7:38:00,9:39:00,7:42:00,9:23:00,7:43:00,9:22:00,7:41:00,9:25:00,7:43:00,7:52:00,41
09-11-25,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,15:00:00,16:27:00,15:06:00,16:11:00,15:07:00,16:10:00,15:05:00,16:13:00,15:07:00,15:19:00,178
09-11-25,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:19:00,2:43:00,1:25:00,2:29:00,,,1:24:00,2:31:00,1:26:00,1:36:00,96
09-11-25,Shift A,Kenya Airways,KQ704,B737,NBO-HRE via LUN,7,17:20:00,18:10:00,17:24:00,18:03:00,17:27:00,17:53:00,,,17:26:00,17:55:00,17:28:00,17:44:00,74
09-11-25,Shift A,Kenya Airways,KQ706,B737,NBO-HRE via LUN,1,9:10:00,10:00:00,9:00:00,10:00:00,9:04:00,9:51:00,,,9:03:00,9:53:00,9:05:00,9:18:00,39
10-11-25,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,8:45:00,9:30:00,8:51:00,9:16:00,,,8:50:00,9:18:00,8:52:00,9:04:00,140
10-11-25,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:48:00,12:12:00,11:52:00,12:01:00,,,11:51:00,12:03:00,11:53:00,12:02:00,199
10-11-25,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,13:24:00,13:39:00,13:28:00,13:28:00,,,13:27:00,13:30:00,13:29:00,13:44:00,170
10-11-25,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:37:00,13:47:00,12:40:00,13:32:00,,,12:39:00,13:34:00,12:41:00,12:50:00,185
10-11-25,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:14:00,13:17:00,12:18:00,13:09:00,,,12:17:00,13:11:00,12:19:00,12:24:00,62
10-11-25,Shift A,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,6,11:45:00,12:30:00,11:49:00,12:38:00,11:55:00,12:30:00,,,11:54:00,12:32:00,11:56:00,12:06:00,196
10-11-25,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,15:04:00,16:05:00,15:09:00,15:50:00,,,15:08:00,15:52:00,15:10:00,15:22:00,146
10-11-25,Shift A,Ethiopian Airways,ET873,B777,ADD-ADD via LUN,1,13:10:00,15:10:00,13:00:00,15:02:00,13:06:00,14:50:00,13:07:00,14:49:00,13:05:00,14:52:00,13:07:00,13:19:00,84
10-11-25,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,9:26:00,10:10:00,9:30:00,9:53:00,,,9:29:00,9:55:00,9:31:00,9:45:00,170
10-11-25,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:16:00,14:22:00,13:19:00,14:13:00,,,13:18:00,14:15:00,13:20:00,13:33:00,152
10-11-25,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,8:03:00,9:47:00,8:07:00,9:31:00,8:08:00,9:30:00,8:06:00,9:33:00,8:08:00,8:19:00,182
10-11-25,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,15:16:00,16:25:00,15:22:00,16:13:00,15:23:00,16:12:00,15:21:00,16:15:00,15:23:00,15:32:00,105
10-11-25,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:25:00,2:16:00,1:29:00,2:04:00,,,1:28:00,2:06:00,1:30:00,1:41:00,197
10-11-25,Shift A,Kenya Airways,KQ704,B737,NBO-HRE via LUN,7,17:20:00,18:10:00,17:23:00,18:25:00,17:26:00,18:11:00,,,17:25:00,18:13:00,17:27:00,17:34:00,100
10-11-25,Shift A,Kenya Airways,KQ706,B737,NBO-HRE via LUN,1,9:10:00,10:00:00,9:15:00,9:57:00,9:21:00,9:42:00,,,9:20:00,9:44:00,9:22:00,9:25:00,188
11-11-25,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,9:09:00,9:59:00,9:15:00,9:52:00,,,9:14:00,9:54:00,9:16:00,9:22:00,152
11-11-25,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:53:00,12:41:00,11:59:00,12:34:00,,,11:58:00,12:36:00,12:00:00,12:06:00,88
11-11-25,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,13:30:00,13:43:00,13:35:00,13:29:00,,,13:34:00,13:31:00,13:36:00,13:47:00,51
11-11-25,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:26:00,13:35:00,12:30:00,13:24:00,,,12:29:00,13:26:00,12:31:00,12:44:00,23
11-11-25,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:40:00,13:26:00,12:43:00,13:16:00,,,12:42:00,13:18:00,12:44:00,12:51:00,138
11-11-25,Shift A,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,6,11:45:00,12:30:00,11:37:00,12:29:00,11:43:00,12:18:00,,,11:42:00,12:20:00,11:44:00,11:55:00,200
11-11-25,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,15:02:00,16:06:00,15:08:00,15:52:00,,,15:07:00,15:54:00,15:09:00,15:15:00,136
11-11-25,Shift A,Ethiopian Airways,ET873,B787,ADD-ADD via LUN,1,13:10:00,15:10:00,13:04:00,15:24:00,13:08:00,15:08:00,13:09:00,15:07:00,13:07:00,15:10:00,13:09:00,13:22:00,54
11-11-25,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,9:29:00,10:22:00,9:35:00,10:10:00,,,9:34:00,10:12:00,9:36:00,9:47:00,88
11-11-25,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:15:00,14:23:00,13:20:00,14:07:00,,,13:19:00,14:09:00,13:21:00,13:34:00,188
11-11-25,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,8:06:00,9:39:00,8:12:00,9:24:00,8:13:00,9:23:00,8:11:00,9:26:00,8:13:00,8:23:00,108
11-11-25,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,15:06:00,16:55:00,15:12:00,16:41:00,15:13:00,16:40:00,15:11:00,16:43:00,15:13:00,15:21:00,68
11-11-25,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:20:00,2:34:00,1:24:00,2:21:00,,,1:23:00,2:23:00,1:25:00,1:30:00,101
11-11-25,Shift A,Kenya Airways,KQ704,B737,NBO-HRE via LUN,7,17:20:00,18:10:00,17:29:00,18:24:00,17:33:00,18:10:00,,,17:32:00,18:12:00,17:34:00,17:39:00,52
11-11-25,Shift A,Kenya Airways,KQ706,B737,NBO-HRE via LUN,1,9:10:00,10:00:00,9:01:00,10:18:00,9:04:00,10:03:00,,,9:03:00,10:05:00,9:05:00,9:18:00,23
12-11-25,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,8:44:00,9:56:00,8:48:00,9:48:00,,,8:47:00,9:50:00,8:49:00,9:01:00,87
12-11-25,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:51:00,12:35:00,11:54:00,12:23:00,,,11:53:00,12:25:00,11:55:00,12:11:00,156
12-11-25,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,13:19:00,13:55:00,13:25:00,13:40:00,,,13:24:00,13:42:00,13:26:00,13:29:00,178
12-11-25,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:29:00,13:35:00,12:34:00,13:25:00,,,12:33:00,13:27:00,12:35:00,12:40:00,131
12-11-25,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:11:00,13:06:00,12:17:00,12:57:00,,,12:16:00,12:59:00,12:18:00,12:25:00,27
12-11-25,Shift A,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,6,11:45:00,12:30:00,11:32:00,12:40:00,11:35:00,12:29:00,,,11:34:00,12:31:00,11:36:00,11:47:00,115
12-11-25,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,15:12:00,15:49:00,15:16:00,15:34:00,,,15:15:00,15:36:00,15:17:00,15:28:00,164
12-11-25,Shift A,Ethiopian Airways,ET873,B787,ADD-ADD via LUN,1,13:10:00,15:10:00,13:06:00,15:10:00,13:10:00,15:02:00,13:11:00,15:01:00,13:09:00,15:04:00,13:11:00,13:25:00,117
12-11-25,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,9:40:00,10:36:00,9:44:00,10:26:00,,,9:43:00,10:28:00,9:45:00,9:57:00,183
12-11-25,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:31:00,14:34:00,13:36:00,14:17:00,,,13:35:00,14:19:00,13:37:00,13:41:00,139
12-11-25,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,7:53:00,10:04:00,7:57:00,9:56:00,7:58:00,9:55:00,7:56:00,9:58:00,7:58:00,8:10:00,108
12-11-25,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,15:04:00,16:47:00,15:09:00,16:33:00,15:10:00,16:32:00,15:08:00,16:35:00,15:10:00,15:18:00,70
12-11-25,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:29:00,2:40:00,1:32:00,2:30:00,,,1:31:00,2:32:00,1:33:00,1:45:00,166
12-11-25,Shift A,Kenya Airways,KQ704,B737,NBO-HRE via LUN,7,17:20:00,18:10:00,17:23:00,18:18:00,17:26:00,18:01:00,,,17:25:00,18:03:00,17:27:00,17:39:00,90
12-11-25,Shift A,Kenya Airways,KQ706,E195,NBO-HRE via LUN,1,9:10:00,10:00:00,8:58:00,10:21:00,9:03:00,10:11:00,,,9:02:00,10:13:00,9:04:00,9:17:00,110
13-11-25,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,8:49:00,9:42:00,8:54:00,9:25:00,,,8:53:00,9:27:00,8:55:00,9:09:00,194
13-11-25,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,11:38:00,11:38:00,11:41:00,12:05:00,,,11:40:00,12:07:00,11:42:00,11:55:00,28
13-11-25,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,13:18:00,13:43:00,13:21:00,13:32:00,,,13:20:00,13:34:00,13:22:00,13:33:00,126
13-11-25,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:36:00,13:32:00,12:40:00,13:17:00,,,12:39:00,13:19:00,12:41:00,12:51:00,155
13-11-25,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:37:00,13:17:00,12:41:00,13:06:00,,,12:40:00,13:08:00,12:42:00,12:54:00,95
13-11-25,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:51:00,12:27:00,11:57:00,12:19:00,,,11:56:00,12:21:00,11:58:00,12:03:00,77
13-11-25,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,15:10:00,16:15:00,15:15:00,16:07:00,,,15:14:00,16:09:00,15:16:00,15:26:00,23
13-11-25,Shift B,Ethiopian Airways,ET873,B777,ADD-ADD via LUN,9,13:10:00,15:10:00,13:29:00,15:07:00,13:35:00,14:55:00,13:36:00,14:54:00,13:34:00,14:57:00,13:36:00,13:49:00,192
13-11-25,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,9:41:00,10:29:00,9:46:00,10:21:00,,,9:45:00,10:23:00,9:47:00,10:01:00,79
13-11-25,Shift B,Airlink,4Z162,E195,JNB-JNB via LUN,12,13:30:00,14:15:00,13:45:00,14:06:00,13:50:00,13:50:00,,,13:49:00,13:52:00,13:51:00,13:58:00,185
13-11-25,Shift B,Qatar Airways,QR1455,B787,DOH-HRE via LUN,13,7:50:00,9:40:00,7:39:00,9:59:00,7:44:00,9:42:00,7:45:00,9:41:00,7:43:00,9:44:00,7:45:00,7:55:00,49
13-11-25,Shift B,Qatar Airways,QR1456,B787,HRE-DOH via LUN,14,15:00:00,16:30:00,14:53:00,16:22:00,14:56:00,16:11:00,14:57:00,16:10:00,14:55:00,16:13:00,14:57:00,15:10:00,49
13-11-25,Shift B,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,8,1:20:00,2:20:00,1:11:00,2:25:00,1:15:00,2:12:00,,,1:14:00,2:14:00,1:16:00,1:28:00,114
13-11-25,Shift B,Kenya Airways,KQ704,B737,NBO-HRE via LUN,9,17:20:00,18:10:00,17:14:00,18:26:00,17:17:00,18:12:00,,,17:16:00,18:14:00,17:18:00,17:33:00,124
13-11-25,Shift B,Kenya Airways,KQ706,B737,NBO-HRE via LUN,10,9:10:00,10:00:00,8:57:00,8:57:00,9:01:00,9:59:00,,,9:00:00,10:01:00,9:02:00,9:14:00,80
14-11-25,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,8:58:00,9:36:00,9:03:00,9:21:00,,,9:02:00,9:23:00,9:04:00,9:18:00,111
14-11-25,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,11:33:00,12:35:00,11:38:00,12:25:00,,,11:37:00,12:27:00,11:39:00,11:44:00,136
14-11-25,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,13:00:00,13:48:00,13:03:00,13:41:00,,,13:02:00,13:43:00,13:04:00,13:15:00,82
14-11-25,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:33:00,13:33:00,12:36:00,13:18:00,,,12:35:00,13:20:00,12:37:00,12:46:00,170
14-11-25,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:18:00,13:14:00,12:23:00,13:05:00,,,12:22:00,13:07:00,12:24:00,12:37:00,20
14-11-25,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:47:00,12:29:00,11:51:00,12:14:00,,,11:50:00,12:16:00,11:52:00,12:01:00,64
14-11-25,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,14:52:00,15:41:00,14:56:00,15:34:00,,,14:55:00,15:36:00,14:57:00,15:07:00,80
14-11-25,Shift B,Ethiopian Airways,ET873,B787,ADD-ADD via LUN,9,13:10:00,15:10:00,13:15:00,15:01:00,13:19:00,14:50:00,13:20:00,14:49:00,13:18:00,14:52:00,13:20:00,13:25:00,52
14-11-25,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,9:51:00,10:38:00,9:54:00,10:30:00,,,9:53:00,10:32:00,9:55:00,10:08:00,134
14-11-25,Shift B,Airlink,4Z162,E195,JNB-JNB via LUN,12,13:30:00,14:15:00,13:38:00,14:37:00,13:41:00,14:23:00,,,13:40:00,14:25:00,13:42:00,13:56:00,76
14-11-25,Shift B,Qatar Airways,QR1455,B787,DOH-HRE via LUN,13,7:50:00,9:40:00,7:37:00,10:03:00,7:42:00,9:49:00,7:43:00,9:48:00,7:41:00,9:51:00,7:43:00,7:57:00,27
14-11-25,Shift B,Qatar Airways,QR1456,B787,HRE-DOH via LUN,14,15:00:00,16:30:00,14:48:00,16:50:00,14:54:00,16:37:00,14:55:00,16:36:00,14:53:00,16:39:00,14:55:00,15:08:00,47
14-11-25,Shift B,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,8,1:20:00,2:20:00,1:36:00,2:38:00,1:39:00,2:30:00,,,1:38:00,2:32:00,1:40:00,1:51:00,175
14-11-25,Shift B,Kenya Airways,KQ704,E195,NBO-HRE via LUN,9,17:20:00,18:10:00,17:09:00,18:08:00,17:14:00,17:52:00,,,17:13:00,17:54:00,17:15:00,17:29:00,169
14-11-25,Shift B,Kenya Airways,KQ706,B737,NBO-HRE via LUN,10,9:10:00,10:00:00,9:19:00,10:23:00,9:24:00,10:09:00,,,9:23:00,10:11:00,9:25:00,9:37:00,174
15-11-25,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,9:02:00,9:36:00,9:05:00,9:19:00,,,9:04:00,9:21:00,9:06:00,9:22:00,161
15-11-25,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,11:43:00,12:37:00,11:49:00,12:27:00,,,11:48:00,12:29:00,11:50:00,11:59:00,106
15-11-25,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,13:24:00,14:00:00,13:30:00,13:52:00,,,13:29:00,13:54:00,13:31:00,13:39:00,129
15-11-25,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:45:00,13:36:00,12:50:00,13:27:00,,,12:49:00,13:29:00,12:51:00,13:05:00,141
15-11-25,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:09:00,13:05:00,12:12:00,12:57:00,,,12:11:00,12:59:00,12:13:00,12:25:00,44
15-11-25,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:53:00,12:28:00,11:56:00,12:12:00,,,11:55:00,12:14:00,11:57:00,12:11:00,163
15-11-25,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,15:06:00,15:47:00,15:12:00,15:35:00,,,15:11:00,15:37:00,15:13:00,15:26:00,128
15-11-25,Shift B,Ethiopian Airways,ET873,B787,ADD-ADD via LUN,9,13:10:00,15:10:00,12:58:00,15:18:00,13:03:00,15:06:00,13:04:00,15:05:00,13:02:00,15:08:00,13:04:00,13:09:00,167
15-11-25,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,9:57:00,10:18:00,10:01:00,10:01:00,,,10:00:00,10:03:00,10:02:00,10:14:00,77
15-11-25,Shift B,Airlink,4Z162,E195,JNB-JNB via LUN,12,13:30:00,14:15:00,13:21:00,14:27:00,13:26:00,14:19:00,,,13:25:00,14:21:00,13:27:00,13:35:00,166
15-11-25,Shift B,Qatar Airways,QR1455,B787,DOH-HRE via LUN,13,7:50:00,9:40:00,7:49:00,9:57:00,7:52:00,9:41:00,7:53:00,9:40:00,7:51:00,9:43:00,7:53:00,8:09:00,197
15-11-25,Shift B,Qatar Airways,QR1456,B787,HRE-DOH via LUN,14,15:00:00,16:30:00,15:02:00,16:21:00,15:06:00,16:10:00,15:07:00,16:09:00,15:05:00,16:12:00,15:07:00,15:16:00,106
15-11-25,Shift B,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,8,1:20:00,2:20:00,1:27:00,2:10:00,1:31:00,2:01:00,,,1:30:00,2:03:00,1:32:00,1:46:00,188
15-11-25,Shift B,Kenya Airways,KQ704,B737,NBO-HRE via LUN,9,17:20:00,18:10:00,17:09:00,17:09:00,17:12:00,18:01:00,,,17:11:00,18:03:00,17:13:00,17:27:00,75
15-11-25,Shift B,Kenya Airways,KQ706,B737,NBO-HRE via LUN,10,9:10:00,10:00:00,9:21:00,10:19:00,9:26:00,10:10:00,,,9:25:00,10:12:00,9:27:00,9:36:00,99
16-11-25,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,8:55:00,9:35:00,8:58:00,9:26:00,,,8:57:00,9:28:00,8:59:00,9:07:00,178
16-11-25,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,11:33:00,12:15:00,11:38:00,12:01:00,,,11:37:00,12:03:00,11:39:00,11:53:00,128
16-11-25,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,13:26:00,14:03:00,13:32:00,13:52:00,,,13:31:00,13:54:00,13:33:00,13:39:00,151
16-11-25,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:32:00,13:42:00,12:38:00,13:34:00,,,12:37:00,13:36:00,12:39:00,12:46:00,193
16-11-25,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:36:00,13:33:00,12:41:00,13:26:00,,,12:40:00,13:28:00,12:42:00,12:49:00,121
16-11-25,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:33:00,12:20:00,11:37:00,12:09:00,,,11:36:00,12:11:00,11:38:00,11:46:00,55
16-11-25,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,15:01:00,15:58:00,15:06:00,15:50:00,,,15:05:00,15:52:00,15:07:00,15:11:00,147
16-11-25,Shift B,Ethiopian Airways,ET873,B787,ADD-ADD via LUN,9,13:10:00,15:10:00,13:22:00,15:11:00,13:26:00,14:58:00,13:27:00,14:57:00,13:25:00,15:00:00,13:27:00,13:40:00,200
16-11-25,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,9:39:00,10:37:00,9:44:00,10:29:00,,,9:43:00,10:31:00,9:45:00,9:55:00,30
16-11-25,Shift B,Airlink,4Z162,E195,JNB-JNB via LUN,12,13:30:00,14:15:00,13:42:00,14:06:00,13:48:00,13:58:00,,,13:47:00,14:00:00,13:49:00,13:57:00,167
16-11-25,Shift B,Qatar Airways,QR1455,B787,DOH-HRE via LUN,13,7:50:00,9:40:00,8:02:00,9:55:00,8:08:00,9:44:00,8:09:00,9:43:00,8:07:00,9:46:00,8:09:00,8:13:00,123
16-11-25,Shift B,Qatar Airways,QR1456,B787,HRE-DOH via LUN,14,15:00:00,16:30:00,14:46:00,16:40:00,14:50:00,16:24:00,14:51:00,16:23:00,14:49:00,16:26:00,14:51:00,15:03:00,196
16-11-25,Shift B,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,8,1:20:00,2:20:00,1:28:00,2:15:00,1:34:00,2:07:00,,,1:33:00,2:09:00,1:35:00,1:41:00,131
16-11-25,Shift B,Kenya Airways,KQ704,B737,NBO-HRE via LUN,9,17:20:00,18:10:00,17:38:00,18:05:00,17:44:00,17:54:00,,,17:43:00,17:56:00,17:45:00,17:53:00,76
16-11-25,Shift B,Kenya Airways,KQ706,B737,NBO-HRE via LUN,10,9:10:00,10:00:00,9:05:00,9:54:00,9:08:00,9:39:00,,,9:07:00,9:41:00,9:09:00,9:23:00,69
17-11-25,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,8:57:00,9:52:00,9:01:00,9:42:00,,,9:00:00,9:44:00,9:02:00,9:08:00,57
17-11-25,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:46:00,12:22:00,11:50:00,12:06:00,,,11:49:00,12:08:00,11:51:00,11:58:00,187
17-11-25,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,12:59:00,13:46:00,13:05:00,13:32:00,,,13:04:00,13:34:00,13:06:00,13:18:00,168
17-11-25,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:53:00,13:40:00,12:58:00,13:31:00,,,12:57:00,13:33:00,12:59:00,13:10:00,37
17-11-25,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:35:00,13:28:00,12:40:00,13:17:00,,,12:39:00,13:19:00,12:41:00,12:54:00,34
17-11-25,Shift A,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,6,11:45:00,12:30:00,11:52:00,12:52:00,11:55:00,12:41:00,,,11:54:00,12:43:00,11:56:00,12:09:00,135
17-11-25,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,14:47:00,15:43:00,14:52:00,15:32:00,,,14:51:00,15:34:00,14:53:00,14:58:00,185
17-11-25,Shift A,Ethiopian Airways,ET873,A350,ADD-ADD via LUN,1,13:10:00,15:10:00,13:27:00,15:24:00,13:33:00,15:08:00,13:34:00,15:07:00,13:32:00,15:10:00,13:34:00,13:45:00,30
17-11-25,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,9:53:00,9:53:00,9:58:00,10:01:00,,,9:57:00,10:03:00,9:59:00,10:10:00,148
17-11-25,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:24:00,14:08:00,13:30:00,14:00:00,,,13:29:00,14:02:00,13:31:00,13:39:00,41
17-11-25,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,8:07:00,9:41:00,8:10:00,9:31:00,8:11:00,9:30:00,8:09:00,9:33:00,8:11:00,8:24:00,132
17-11-25,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,15:18:00,16:53:00,15:22:00,16:41:00,15:23:00,16:40:00,15:21:00,16:43:00,15:23:00,15:33:00,92
17-11-25,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:29:00,2:36:00,1:34:00,2:19:00,,,1:33:00,2:21:00,1:35:00,1:48:00,33
17-11-25,Shift A,Kenya Airways,KQ704,B737,NBO-HRE via LUN,7,17:20:00,18:10:00,17:09:00,18:21:00,17:12:00,18:06:00,,,17:11:00,18:08:00,17:13:00,17:29:00,118
17-11-25,Shift A,Kenya Airways,KQ706,B737,NBO-HRE via LUN,1,9:10:00,10:00:00,9:11:00,9:59:00,9:16:00,9:51:00,,,9:15:00,9:53:00,9:17:00,9:30:00,189
18-11-25,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,8:44:00,9:52:00,8:49:00,9:35:00,,,8:48:00,9:37:00,8:50:00,9:04:00,120
18-11-25,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:38:00,12:15:00,11:43:00,12:00:00,,,11:42:00,12:02:00,11:44:00,11:54:00,184
18-11-25,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,13:16:00,13:43:00,13:19:00,13:26:00,,,13:18:00,13:28:00,13:20:00,13:36:00,128
18-11-25,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:57:00,12:57:00,13:00:00,13:31:00,,,12:59:00,13:33:00,13:01:00,13:11:00,66
